Machine_ID,Machine_Type,Production_Line,Shift,Reading_Timestamp,Asset_Age_Days,Hours_Since_Maintenance,Load_Percent,Vibration_RMS,Temperature_C,Pressure_bar,Motor_Current_A,RPM,Sound_dB,Humidity_%,Failure
456,CNC,LINE02,Swing,2025-02-04 06:43:00,2727,692,75.49,3.522,56.44,6.31,19.71,1541,76.26,51.51,0
457,RobotArm,LINE01,Swing,2025-01-30 09:58:00,3481,453,92.91,3.659,61.21,7.04,28.26,1683,68.21,82.97,0
458,Compressor,LINE03,Day,2025-01-16 18:39:00,506,713,81.05,2.612,64.47,6.48,21.76,1609,79.93,83.64,1
459,Conveyor,LINE01,Day,2025-02-09 22:22:00,1345,4,82.28,2.691,50.0,6.69,19.44,1363,77.28,76.27,0
460,Compressor,LINE01,Swing,2025-01-29 21:59:00,2822,329,88.95,3.35,62.08,5.44,21.64,1688,71.01,51.01,0
461,Compressor,LINE03,Night,2025-01-10 07:04:00,1583,329,82.13,2.156,61.26,7.94,20.81,1509,71.13,78.92,0
462,CNC,LINE01,Swing,2025-02-01 13:54:00,2401,289,65.49,3.176,65.61,4.83,21.7,1666,73.07,56.62,0
463,RobotArm,LINE01,Day,2025-01-28 23:12:00,2691,281,77.14,3.463,56.65,6.8,28.85,1565,71.65,65.42,0
464,Pump,LINE03,Swing,2025-01-16 00:56:00,3231,56,53.28,2.519,59.1,5.45,23.45,1600,78.78,81.03,0
465,Compressor,LINE01,Day,2025-02-10 02:34:00,848,23,25.66,1.984,54.46,7.06,20.25,1374,69.3,43.64,0
466,Conveyor,LINE04,Night,2025-03-25 16:52:00,971,560,76.45,1.485,66.86,7.32,19.11,1321,64.31,77.34,0
467,Compressor,LINE03,Day,2025-04-30 23:23:00,1734,317,77.73,2.833,52.72,6.27,23.79,1573,71.0,51.96,0
468,RobotArm,LINE01,Day,2025-03-21 23:19:00,1862,117,37.9,2.079,29.33,7.74,12.05,1543,75.79,77.92,0
469,CNC,LINE02,Swing,2025-03-31 09:44:00,3306,250,96.32,4.152,59.41,6.24,25.7,1476,77.83,60.16,1
470,Compressor,LINE01,Day,2025-03-12 17:07:00,171,671,24.2,1.412,52.07,6.8,15.82,1374,72.36,43.6,0
471,Pump,LINE03,Day,2025-03-16 10:26:00,917,336,78.88,3.059,50.21,5.42,28.3,1242,69.2,72.1,0
472,Compressor,LINE01,Swing,2025-04-15 07:20:00,3333,713,97.48,3.186,50.77,6.96,31.34,1526,72.19,36.33,0
473,CNC,LINE04,Swing,2025-04-18 04:25:00,2255,116,44.73,0.988,50.12,4.83,18.25,1289,68.37,37.89,1
474,CNC,LINE01,Night,2025-01-07 11:22:00,2474,88,93.0,3.003,59.5,6.45,20.58,1598,60.82,38.15,1
475,Pump,LINE03,Day,2025-03-02 08:52:00,933,405,86.11,2.768,61.31,6.3,18.52,1562,68.01,76.22,0
476,Pump,LINE01,Day,2025-03-14 20:09:00,2284,491,79.53,2.979,41.73,7.35,21.26,1511,74.89,77.92,0
477,Pump,LINE01,Swing,2025-04-29 03:38:00,1368,706,96.3,3.011,48.65,5.66,28.24,1701,71.0,61.49,0
478,Compressor,LINE02,Day,2025-03-12 13:26:00,2682,335,72.32,2.576,67.72,9.91,23.85,1524,70.66,45.37,0
479,Compressor,LINE03,Day,2025-02-01 05:52:00,357,144,59.59,1.914,55.07,4.44,20.79,1492,77.5,51.68,0
480,Pump,LINE04,Night,2025-03-28 00:49:00,1059,389,74.05,1.825,59.03,6.52,23.97,1537,67.12,40.1,0
481,Pump,LINE01,Night,2025-04-27 20:03:00,2363,221,52.95,1.312,45.35,6.37,16.15,1386,67.43,30.21,0
482,CNC,LINE01,Day,2025-02-09 01:39:00,2215,129,45.99,2.305,54.87,6.61,16.52,1561,73.76,76.18,1
483,Compressor,LINE02,Swing,2025-02-06 19:14:00,3072,63,26.58,1.845,49.37,5.15,20.55,1293,68.39,40.7,0
484,Pump,LINE02,Swing,2025-02-21 02:39:00,2929,520,50.24,3.259,51.64,6.29,17.33,1501,68.86,34.35,0
485,CNC,LINE04,Day,2025-03-15 15:23:00,82,462,84.26,1.1,48.8,5.67,14.56,1665,79.43,37.25,0
486,Pump,LINE04,Swing,2025-02-10 15:50:00,356,119,95.63,2.823,53.89,8.7,17.63,1418,66.93,80.93,0
487,Compressor,LINE04,Day,2025-03-24 18:51:00,1312,402,98.01,4.196,77.74,5.72,27.35,1385,69.11,49.98,1
488,CNC,LINE01,Day,2025-02-16 20:11:00,3500,637,36.52,2.438,52.5,5.69,18.29,1298,74.35,65.64,0
489,Compressor,LINE02,Night,2025-03-01 12:03:00,1757,589,65.71,2.548,64.97,5.36,21.57,1699,71.95,31.72,0
490,Compressor,LINE03,Swing,2025-03-18 19:20:00,3258,326,66.06,3.186,56.33,5.2,18.07,1409,65.55,59.1,0
491,Conveyor,LINE02,Day,2025-01-28 23:39:00,244,41,34.08,2.0,50.72,4.16,17.83,1274,80.92,71.07,0
492,Compressor,LINE03,Swing,2025-01-31 23:55:00,3516,457,66.53,2.757,53.27,6.97,21.43,1527,68.29,33.61,0
493,Conveyor,LINE01,Night,2025-02-03 02:55:00,251,371,49.02,1.318,66.76,5.18,19.45,1121,70.53,46.44,0
494,Pump,LINE02,Day,2025-04-15 03:51:00,2956,663,95.39,3.687,65.42,5.5,22.63,1426,74.77,47.71,0
495,Conveyor,LINE04,Night,2025-03-14 06:20:00,3204,398,40.42,1.387,48.73,4.75,21.86,1601,82.6,78.8,0
496,Compressor,LINE01,Night,2025-04-30 06:21:00,1095,531,86.8,3.2,57.86,6.73,19.8,1409,70.37,66.58,0
497,Pump,LINE04,Day,2025-02-03 22:05:00,1118,380,91.75,2.546,69.76,6.44,22.05,1502,67.59,77.59,0
498,Compressor,LINE02,Swing,2025-02-21 02:54:00,2135,389,78.87,2.844,36.92,6.32,21.15,1543,74.78,50.65,0
499,Pump,LINE01,Swing,2025-02-20 13:17:00,2643,228,37.17,2.028,56.63,4.96,19.09,1460,82.45,62.51,0
500,Compressor,LINE01,Swing,2025-04-29 21:29:00,464,289,40.83,2.712,59.07,6.43,18.25,1368,72.93,58.48,0
501,Conveyor,LINE01,Day,2025-03-20 15:30:00,887,213,97.69,2.961,55.36,5.68,20.7,1611,70.91,45.19,0
502,RobotArm,LINE02,Day,2025-02-27 20:27:00,2760,332,26.07,2.013,54.36,5.84,17.63,1576,73.96,53.23,0
503,RobotArm,LINE01,Day,2025-03-09 08:01:00,2953,685,29.37,2.094,58.6,5.63,19.34,1281,61.66,43.47,0
504,Compressor,LINE03,Swing,2025-01-03 09:04:00,586,246,98.29,2.657,51.68,4.46,24.46,1488,69.15,30.89,0
505,Compressor,LINE04,Swing,2025-02-12 04:25:00,3250,333,82.15,4.608,66.59,8.76,23.34,1502,63.79,83.25,0
506,Conveyor,LINE02,Swing,2025-04-19 07:01:00,3167,681,79.71,2.322,62.99,6.99,19.79,1593,70.31,82.69,0
507,Pump,LINE01,Swing,2025-02-02 21:14:00,3171,108,32.82,3.06,52.04,6.04,19.47,1420,69.81,75.33,0
508,Conveyor,LINE02,Day,2025-02-10 08:48:00,900,182,59.12,2.578,57.48,6.5,21.9,1453,59.01,39.6,0
509,Compressor,LINE03,Day,2025-02-18 06:25:00,2452,355,87.26,3.971,66.19,8.84,17.97,1339,73.59,31.11,1
510,CNC,LINE03,Swing,2025-01-08 06:04:00,610,294,46.31,2.35,73.97,7.33,12.49,1307,75.21,40.78,0
511,CNC,LINE01,Swing,2025-03-01 23:44:00,741,245,35.42,1.844,58.87,6.27,14.28,1444,70.98,77.94,0
512,Conveyor,LINE02,Swing,2025-01-23 02:59:00,286,560,20.88,2.122,59.67,4.86,14.4,1330,64.4,38.43,0
513,CNC,LINE02,Day,2025-03-26 03:57:00,1814,359,69.8,2.763,60.0,5.54,12.31,1449,78.59,42.84,0
514,Pump,LINE02,Day,2025-03-28 21:22:00,2605,262,43.5,2.882,70.22,3.77,21.82,1430,81.79,68.02,0
515,Pump,LINE01,Night,2025-02-21 12:59:00,749,344,89.09,3.506,49.0,5.95,21.04,1809,74.53,56.26,0
516,CNC,LINE04,Day,2025-01-28 23:04:00,704,638,42.68,1.997,42.14,6.72,8.14,1376,70.23,65.97,0
517,Pump,LINE01,Day,2025-04-01 18:44:00,1032,708,32.13,1.61,56.2,6.58,12.47,1581,70.16,60.97,1
518,Conveyor,LINE01,Swing,2025-03-29 23:47:00,745,175,96.84,2.377,66.43,7.21,21.26,1701,74.3,61.49,0
519,CNC,LINE01,Swing,2025-02-08 10:04:00,3045,28,97.18,3.614,40.15,5.85,17.7,1641,73.02,78.0,0
520,Conveyor,LINE03,Night,2025-04-10 19:01:00,644,22,74.8,1.881,58.01,6.91,24.26,1398,74.14,41.98,0
521,RobotArm,LINE02,Night,2025-03-06 10:26:00,1038,320,94.27,2.589,59.83,7.43,23.27,1555,74.46,37.66,0
522,Pump,LINE01,Swing,2025-04-20 05:03:00,1136,452,32.95,1.323,60.26,3.16,19.81,1369,68.07,52.27,0
523,CNC,LINE02,Day,2025-03-23 16:33:00,763,36,56.83,2.473,59.36,6.43,14.76,1705,68.05,59.4,0
524,Compressor,LINE03,Swing,2025-04-19 17:58:00,3437,365,36.33,2.078,39.99,8.36,21.35,1472,70.63,56.97,0
525,CNC,LINE01,Night,2025-02-04 04:23:00,788,287,58.3,1.425,48.22,5.73,16.39,1441,74.14,59.69,0
526,Pump,LINE04,Day,2025-01-22 16:01:00,1791,671,83.29,2.156,54.55,3.31,21.52,1731,64.26,56.74,0
527,RobotArm,LINE02,Night,2025-04-03 21:53:00,2079,434,87.59,2.616,66.72,5.4,24.37,1483,71.07,58.48,0
528,RobotArm,LINE01,Swing,2025-03-09 00:30:00,974,304,20.33,1.385,55.35,3.53,15.52,1457,71.6,81.26,0
529,Conveyor,LINE04,Day,2025-04-03 13:44:00,1735,422,51.16,2.477,51.44,5.25,22.57,1537,69.73,32.74,0
530,Pump,LINE04,Swing,2025-04-17 00:01:00,646,97,99.53,2.682,62.39,5.03,23.16,1591,79.25,81.79,0
531,Conveyor,LINE02,Swing,2025-02-13 04:50:00,1777,342,67.15,2.799,49.62,7.29,18.97,1472,78.44,62.3,0
532,Conveyor,LINE04,Day,2025-01-30 03:47:00,98,237,43.7,2.075,71.35,6.87,20.4,1538,74.1,32.63,0
533,Pump,LINE02,Day,2025-01-22 22:48:00,1619,130,51.12,2.741,60.12,6.42,23.43,1377,81.11,32.94,0
534,Compressor,LINE02,Swing,2025-04-30 21:28:00,1351,283,45.81,1.005,61.64,7.43,18.82,1575,76.04,61.43,0
535,CNC,LINE04,Day,2025-03-08 19:22:00,1299,460,55.81,1.611,68.09,5.38,24.67,1428,72.53,67.9,1
536,CNC,LINE03,Day,2025-03-30 08:46:00,428,419,55.56,2.398,65.05,6.14,17.49,1622,69.75,58.62,0
537,Compressor,LINE01,Swing,2025-04-25 09:55:00,3645,694,60.55,3.071,58.6,8.74,21.58,1597,70.4,54.69,0
538,CNC,LINE03,Swing,2025-04-23 01:06:00,127,197,57.16,2.6,54.97,6.77,18.29,1530,74.11,45.24,0
539,CNC,LINE02,Swing,2025-04-30 04:06:00,558,503,61.29,1.257,68.17,6.81,18.55,1462,69.88,63.36,0
540,Conveyor,LINE01,Night,2025-02-07 07:14:00,402,396,22.24,1.274,53.07,4.8,14.16,1527,64.16,79.37,0
541,RobotArm,LINE04,Night,2025-03-23 05:50:00,3569,629,24.35,2.205,47.82,5.24,15.9,1467,70.17,53.23,0
542,Compressor,LINE02,Swing,2025-01-25 07:34:00,1183,653,49.69,2.266,72.66,4.79,14.68,1063,77.23,68.26,0
543,Conveyor,LINE03,Day,2025-02-25 18:39:00,1590,509,90.8,2.906,53.94,8.43,23.2,1433,59.45,30.96,0
544,RobotArm,LINE03,Swing,2025-04-24 22:55:00,2748,305,83.27,3.342,46.03,4.46,28.04,1537,79.49,54.75,0
545,CNC,LINE03,Day,2025-02-03 15:58:00,212,384,28.81,1.541,61.55,6.89,19.06,1441,74.71,71.89,0
546,Pump,LINE01,Night,2025-02-03 19:05:00,272,469,59.59,2.91,51.71,6.79,20.19,1554,71.15,76.31,0
547,Pump,LINE04,Swing,2025-03-10 05:24:00,690,580,68.37,3.338,62.42,4.26,24.84,1673,73.91,59.54,1
548,CNC,LINE03,Day,2025-04-19 12:18:00,2486,164,58.5,1.953,71.05,7.46,20.83,1537,76.79,61.16,0
549,Conveyor,LINE03,Swing,2025-03-18 07:44:00,3572,628,75.81,3.182,48.98,5.95,19.44,1251,72.58,37.61,0
550,Pump,LINE02,Swing,2025-01-21 10:12:00,2276,576,99.78,3.67,62.37,4.91,22.86,1573,77.33,46.25,1
551,Compressor,LINE01,Night,2025-04-26 17:43:00,3187,63,27.72,2.689,64.38,6.21,18.44,1551,76.5,66.71,0
552,CNC,LINE01,Day,2025-02-13 00:24:00,3222,194,61.24,2.604,62.39,5.13,19.68,1486,73.09,72.18,0
553,CNC,LINE02,Night,2025-02-24 14:12:00,1030,169,60.99,2.45,55.39,5.86,21.96,1496,66.6,34.51,0
554,RobotArm,LINE01,Day,2025-03-17 10:25:00,696,417,64.99,1.324,77.16,5.54,23.29,1421,71.27,82.85,0
555,CNC,LINE03,Swing,2025-03-24 11:42:00,609,150,33.36,1.766,52.69,4.78,9.68,1531,61.71,82.45,0
556,CNC,LINE04,Night,2025-04-20 10:14:00,2905,216,71.07,2.041,61.35,4.78,21.72,1450,74.24,40.32,0
557,Pump,LINE02,Day,2025-01-28 09:11:00,2453,136,23.55,2.396,65.43,6.69,5.96,1468,70.04,32.49,0
558,Compressor,LINE02,Day,2025-02-25 08:35:00,3160,48,79.29,2.435,66.51,6.68,22.93,1560,69.08,48.76,0
559,Compressor,LINE03,Night,2025-02-08 19:49:00,1865,330,73.05,2.785,69.33,6.54,21.03,1503,75.55,82.73,0
560,Compressor,LINE01,Night,2025-03-13 21:35:00,3564,230,46.43,2.904,48.07,5.53,27.85,1501,65.96,54.37,1
561,CNC,LINE04,Day,2025-02-03 12:22:00,3266,363,99.12,3.474,71.81,6.55,31.09,1572,73.08,47.25,0
562,CNC,LINE02,Swing,2025-02-09 03:55:00,2956,152,86.3,2.779,61.17,5.48,27.45,1676,70.57,79.21,0
563,Conveyor,LINE01,Night,2025-03-22 03:22:00,2937,206,63.16,2.68,51.23,5.23,17.78,1558,71.34,37.38,0
564,Compressor,LINE01,Day,2025-01-24 10:19:00,478,642,99.24,3.442,64.61,8.54,18.34,1673,73.93,81.76,1
565,Compressor,LINE04,Swing,2025-02-22 21:22:00,2726,579,86.41,2.848,62.63,7.43,19.12,1431,81.41,74.49,0
566,Conveyor,LINE01,Day,2025-03-30 21:08:00,3458,191,31.04,2.468,68.24,5.14,25.36,1313,74.16,51.1,1
567,Conveyor,LINE03,Day,2025-02-26 05:47:00,1087,116,67.28,2.072,60.47,4.38,16.5,1492,78.82,73.31,0
568,CNC,LINE01,Night,2025-03-30 04:23:00,2980,701,66.47,3.479,52.83,4.12,20.42,1573,79.5,71.59,0
569,Pump,LINE01,Day,2025-02-24 06:17:00,1297,490,72.24,2.579,51.05,5.46,17.2,1558,76.05,61.89,0
570,Compressor,LINE04,Night,2025-04-14 16:26:00,798,354,95.26,2.295,61.11,6.58,17.34,1450,62.88,72.98,0
571,Pump,LINE01,Swing,2025-04-12 19:30:00,2674,503,59.36,2.688,46.86,6.24,22.35,1562,71.04,57.51,0
572,Conveyor,LINE01,Swing,2025-01-19 01:58:00,628,159,26.19,1.53,46.9,5.94,16.6,1327,66.38,76.33,0
573,Compressor,LINE02,Day,2025-04-16 20:16:00,1772,308,58.35,3.279,54.97,6.48,11.12,1548,86.77,73.63,1
574,Conveyor,LINE04,Day,2025-01-08 00:47:00,3419,281,83.02,3.198,56.43,5.08,18.68,1550,67.4,79.85,1
575,RobotArm,LINE02,Night,2025-04-20 23:05:00,597,519,48.69,1.175,62.21,7.8,19.0,1420,64.23,73.86,0
576,Compressor,LINE01,Swing,2025-03-17 00:39:00,593,132,22.17,1.905,46.15,5.48,15.3,1330,58.11,80.65,0
577,RobotArm,LINE04,Swing,2025-01-18 08:38:00,3443,352,44.26,3.721,35.61,6.3,18.82,1455,67.42,39.8,0
578,Compressor,LINE03,Day,2025-02-28 15:45:00,2843,600,74.57,3.672,46.26,5.46,24.98,1509,73.2,45.25,1
579,RobotArm,LINE04,Day,2025-04-26 01:40:00,1701,141,26.88,1.292,52.51,6.14,11.35,1278,77.19,54.89,0
580,Pump,LINE03,Day,2025-03-17 01:59:00,1497,86,50.08,2.089,50.57,8.49,16.62,1522,66.68,43.35,0
581,Compressor,LINE03,Swing,2025-03-04 15:58:00,3519,591,30.65,2.446,44.56,4.62,21.35,1550,78.01,79.32,0
582,Compressor,LINE02,Day,2025-01-29 15:41:00,2650,628,58.07,2.647,73.52,4.74,18.28,1569,71.91,39.89,0
583,CNC,LINE02,Swing,2025-02-14 02:57:00,3317,310,31.32,2.653,60.32,4.78,20.39,1450,69.8,55.24,1
584,Pump,LINE03,Swing,2025-04-10 01:45:00,362,33,28.72,1.44,52.08,5.39,11.36,1353,72.67,58.69,0
585,RobotArm,LINE03,Day,2025-04-13 10:49:00,1950,389,75.82,2.2,61.13,5.63,18.48,1517,79.16,78.02,0
586,Compressor,LINE04,Swing,2025-02-23 09:20:00,2654,215,32.64,2.849,51.44,4.58,11.46,1400,72.55,44.25,0
587,CNC,LINE03,Swing,2025-03-08 14:21:00,159,422,32.38,0.976,44.12,5.76,7.85,1430,66.1,83.33,0
588,Pump,LINE01,Night,2025-03-23 06:38:00,1883,100,67.4,2.126,65.63,8.05,19.05,1597,74.16,46.06,0
589,CNC,LINE02,Day,2025-04-27 22:39:00,231,579,23.49,0.857,60.37,5.56,17.14,1384,73.64,38.96,0
590,CNC,LINE03,Swing,2025-01-24 09:35:00,3289,493,22.64,2.654,37.38,5.61,17.87,1175,71.28,43.95,0
591,RobotArm,LINE02,Day,2025-01-08 23:23:00,2495,464,54.52,2.63,58.75,6.46,25.04,1555,77.33,78.46,0
592,Pump,LINE03,Night,2025-01-06 22:56:00,712,368,49.21,2.571,58.7,6.77,16.57,1496,60.75,38.38,0
593,Pump,LINE03,Swing,2025-03-07 02:11:00,1917,158,63.57,2.087,54.53,7.78,12.16,1495,73.82,31.76,0
594,Compressor,LINE01,Day,2025-02-12 22:52:00,425,676,99.48,1.972,79.74,6.78,23.75,1408,75.91,46.04,0
595,CNC,LINE03,Night,2025-01-13 15:48:00,2939,191,54.78,2.415,72.06,6.04,16.55,1360,64.9,59.95,0
596,Pump,LINE03,Swing,2025-02-21 02:38:00,740,263,66.08,2.192,54.7,4.97,20.19,1396,64.65,49.62,0
597,Conveyor,LINE04,Day,2025-03-15 17:47:00,2228,666,93.54,3.211,60.44,7.32,14.5,1467,77.41,38.84,1
598,Compressor,LINE02,Swing,2025-02-21 13:08:00,314,29,58.65,1.074,53.4,5.07,17.49,1408,77.55,50.03,0
599,RobotArm,LINE03,Day,2025-03-24 12:49:00,601,90,82.49,2.8,54.28,5.27,23.84,1373,79.08,68.09,0
600,Compressor,LINE02,Night,2025-01-29 17:26:00,3578,548,63.89,2.441,50.94,6.37,24.65,1736,68.69,53.99,0
601,Compressor,LINE02,Swing,2025-04-29 06:46:00,1426,264,70.98,2.158,62.36,8.06,19.81,1672,73.06,61.5,0
602,Conveyor,LINE01,Swing,2025-02-26 02:06:00,474,417,94.6,3.367,77.29,7.32,21.78,1572,74.14,82.09,0
603,RobotArm,LINE04,Night,2025-03-01 22:25:00,2563,417,20.06,0.757,65.06,5.66,15.38,1386,63.03,71.15,0
604,Conveyor,LINE04,Swing,2025-03-02 16:33:00,757,595,92.08,2.889,68.15,5.24,20.85,1753,73.1,74.21,0
605,RobotArm,LINE02,Day,2025-04-23 17:48:00,2163,446,59.82,2.754,38.26,7.92,23.05,1664,72.96,45.84,0
606,Conveyor,LINE03,Day,2025-02-04 08:50:00,2961,306,68.54,2.402,43.23,6.12,19.13,1398,75.87,58.13,0
607,RobotArm,LINE01,Day,2025-03-01 20:22:00,2503,395,56.0,2.323,65.42,5.71,17.94,1492,69.26,48.95,0
608,CNC,LINE03,Night,2025-02-09 20:15:00,923,531,40.87,2.701,68.45,6.57,11.28,1410,78.5,56.65,0
609,Conveyor,LINE02,Night,2025-03-13 09:02:00,887,272,25.28,2.904,57.28,5.22,18.75,1368,72.72,36.15,0
610,Pump,LINE03,Swing,2025-03-09 03:08:00,834,123,95.61,3.406,58.4,5.55,21.16,1521,81.04,58.52,0
611,Compressor,LINE01,Day,2025-04-22 06:30:00,2317,350,69.91,3.884,69.26,5.41,16.56,1480,76.39,58.92,1
612,Conveyor,LINE03,Day,2025-01-06 08:57:00,2463,719,89.88,2.674,67.97,5.61,26.84,1555,73.62,61.62,1
613,RobotArm,LINE01,Night,2025-03-31 07:13:00,1915,80,43.26,1.305,63.53,4.58,18.4,1462,65.85,42.9,0
614,RobotArm,LINE03,Day,2025-01-05 22:53:00,1473,125,42.24,2.095,39.59,4.44,15.09,1607,65.43,42.18,0
615,Pump,LINE03,Swing,2025-03-10 00:53:00,254,716,46.86,2.374,59.52,7.14,20.82,1347,80.14,50.22,1
616,Conveyor,LINE01,Day,2025-02-21 21:42:00,3054,597,38.48,1.353,69.61,6.69,17.93,1543,76.16,59.57,0
617,Conveyor,LINE02,Day,2025-01-11 18:12:00,2419,84,59.84,2.071,60.65,5.11,14.31,1341,70.6,48.52,0
618,Pump,LINE04,Swing,2025-01-08 12:31:00,2340,152,94.9,2.644,68.43,7.52,27.5,1568,70.14,68.84,1
619,CNC,LINE03,Night,2025-04-06 04:23:00,405,497,90.09,2.791,61.59,6.77,17.93,1655,73.39,62.18,0
620,CNC,LINE01,Swing,2025-03-31 13:41:00,1073,563,59.61,2.424,58.69,5.71,31.3,1537,65.42,36.21,0
621,Conveyor,LINE02,Swing,2025-03-13 03:06:00,1129,528,47.9,1.661,67.55,4.51,16.44,1408,69.54,42.31,0
622,Compressor,LINE02,Day,2025-03-12 10:03:00,2194,620,68.94,2.815,53.77,6.6,13.12,1522,75.35,63.25,0
623,RobotArm,LINE03,Night,2025-01-12 06:35:00,2880,364,68.98,2.193,52.23,8.43,28.89,1686,75.8,59.26,0
624,Compressor,LINE03,Swing,2025-01-04 03:38:00,3166,631,74.7,2.781,56.03,6.26,22.45,1428,70.43,48.66,1
625,RobotArm,LINE01,Swing,2025-04-08 17:15:00,1919,429,62.85,1.789,58.02,7.33,21.38,1544,79.93,39.45,0
626,Pump,LINE03,Swing,2025-02-09 12:56:00,1349,342,22.14,1.704,39.8,5.47,17.65,1510,77.12,80.62,0
627,Conveyor,LINE03,Day,2025-04-05 11:42:00,1507,458,26.08,1.413,59.35,6.87,11.19,1356,67.95,54.72,0
628,CNC,LINE03,Day,2025-01-11 13:19:00,2696,308,97.9,3.682,60.36,6.3,15.62,1754,66.21,41.69,0
629,Compressor,LINE01,Night,2025-03-21 21:50:00,1181,436,79.7,2.6,66.7,3.41,28.95,1758,75.18,69.65,0
630,Conveyor,LINE02,Swing,2025-04-19 17:59:00,1535,600,95.86,2.811,45.35,5.59,16.69,1673,70.03,44.08,0
631,RobotArm,LINE02,Day,2025-02-15 02:36:00,2876,689,47.16,3.612,63.59,6.13,26.46,1576,69.36,44.61,0
632,Conveyor,LINE01,Day,2025-02-07 06:55:00,1995,417,62.8,2.796,68.48,7.43,22.54,1268,73.39,75.49,1
633,CNC,LINE02,Night,2025-03-31 23:10:00,1723,4,45.76,2.021,58.01,5.77,19.32,1283,75.6,79.93,0
634,Pump,LINE01,Swing,2025-02-15 20:41:00,2685,447,92.71,2.837,61.71,6.46,21.94,1525,76.25,55.74,0
635,CNC,LINE01,Swing,2025-02-09 08:10:00,1074,181,43.02,1.33,61.63,5.23,26.96,1357,72.04,64.78,0
636,CNC,LINE03,Day,2025-04-05 10:57:00,249,169,75.5,2.28,68.74,8.13,17.06,1576,60.63,49.86,0
637,Conveyor,LINE01,Night,2025-03-23 14:50:00,2883,634,34.0,2.54,59.17,7.64,16.07,1076,76.96,64.85,0
638,Conveyor,LINE03,Night,2025-01-26 23:15:00,1676,321,28.42,0.822,58.15,4.97,19.71,1481,67.56,70.04,0
639,Conveyor,LINE01,Swing,2025-02-23 23:23:00,1208,569,32.45,1.095,67.86,4.0,14.22,1394,73.23,69.66,1
640,RobotArm,LINE03,Day,2025-01-25 22:43:00,374,266,62.36,1.844,63.37,3.95,14.72,1410,71.33,32.24,0
641,Conveyor,LINE02,Swing,2025-02-28 17:24:00,3383,436,87.56,2.625,54.41,7.1,23.82,1754,83.44,35.42,0
642,Conveyor,LINE03,Night,2025-04-07 20:57:00,2654,479,99.94,3.314,72.56,6.66,27.19,1513,82.75,68.94,0
643,CNC,LINE03,Swing,2025-03-19 20:56:00,1022,643,69.81,2.537,58.32,5.26,27.61,1296,69.89,59.25,0
644,CNC,LINE02,Night,2025-03-05 23:15:00,2230,141,62.69,2.549,57.21,6.45,28.99,1530,65.47,81.88,0
645,Compressor,LINE03,Swing,2025-02-07 01:47:00,1710,404,82.95,3.127,61.02,4.85,14.8,1562,66.06,35.7,0
646,RobotArm,LINE01,Day,2025-01-31 18:58:00,1213,292,25.1,1.454,60.64,6.7,20.43,1379,73.17,84.43,0
647,CNC,LINE03,Swing,2025-03-17 05:59:00,1158,333,84.75,2.658,74.16,5.89,17.64,1802,69.53,37.34,0
648,Compressor,LINE01,Night,2025-01-19 22:17:00,306,611,80.67,1.81,60.71,5.01,16.62,1537,66.38,31.73,0
649,Conveyor,LINE02,Day,2025-04-17 14:21:00,3558,97,62.36,3.121,70.62,5.68,19.8,1597,69.77,79.44,1
650,CNC,LINE01,Day,2025-04-05 23:31:00,3381,393,21.84,2.343,54.12,5.24,15.72,1432,74.38,57.72,0
651,Pump,LINE04,Swing,2025-04-02 18:22:00,3181,279,36.18,1.744,65.4,6.3,14.95,1575,71.52,45.77,0
652,RobotArm,LINE02,Day,2025-01-25 11:17:00,1170,645,49.58,2.068,58.47,7.39,9.12,1409,69.61,61.45,0
653,Conveyor,LINE03,Night,2025-02-11 06:19:00,3638,155,95.3,3.441,56.96,7.79,30.79,1413,70.72,50.76,1
654,CNC,LINE02,Day,2025-02-28 22:25:00,1026,167,71.08,2.616,73.41,6.4,23.81,1584,71.41,84.37,0
655,RobotArm,LINE01,Day,2025-04-09 22:06:00,3014,65,60.81,2.981,51.79,5.88,21.22,1508,73.46,72.57,0
656,Pump,LINE01,Day,2025-01-23 19:20:00,395,316,59.07,1.677,51.8,5.41,14.64,1564,73.29,66.08,0
657,RobotArm,LINE04,Swing,2025-04-10 22:33:00,1153,7,82.4,3.107,48.86,4.2,26.3,1441,64.15,47.72,0
658,Pump,LINE03,Swing,2025-02-15 01:54:00,2120,360,45.89,2.657,65.72,5.94,18.79,1499,73.06,31.42,0
659,Compressor,LINE01,Swing,2025-04-16 21:16:00,3533,160,27.56,1.987,64.82,4.75,16.51,1214,70.19,73.86,0
660,Pump,LINE03,Swing,2025-01-11 01:37:00,991,288,74.16,1.8,61.75,7.7,13.88,1441,66.86,32.63,0
661,Pump,LINE02,Day,2025-03-31 12:01:00,1595,435,46.32,1.83,47.99,5.72,20.71,1358,70.08,36.22,0
662,RobotArm,LINE01,Swing,2025-01-02 05:18:00,3081,492,46.05,1.703,55.95,6.86,18.68,1502,77.68,62.39,0
663,CNC,LINE02,Night,2025-02-09 22:28:00,1739,44,56.38,2.53,53.48,5.48,20.65,1405,76.23,71.63,0
664,CNC,LINE01,Swing,2025-03-11 04:42:00,2501,107,39.42,3.052,45.81,5.08,19.52,1264,72.85,52.49,1
665,Pump,LINE01,Day,2025-04-01 13:31:00,1544,228,93.74,3.77,57.02,7.16,25.32,1469,68.13,62.4,0
