Machine_ID,Vibration_RMS,Temperature_C,Motor_Current_A,Hours_Since_Maintenance,Asset_Age_Days,Load_Percent,Pressure_bar,Sound_dB,Humidity_%,Vib_Temp_Interaction,Failure_Risk_Score,Failure
1282,3.415,36.7,22.91,456,159,59.18,5.27,68.92,47.97,125.33050000000001,1,0
1283,2.779,69.22,28.43,668,1758,96.97,7.43,68.38,74.77,192.36238,2,0
1284,0.974,57.94,9.91,357,1516,29.31,6.64,73.93,52.47,56.43356,0,0
1285,2.587,47.78,24.32,133,1539,82.41,5.14,74.1,78.38,123.60686000000001,0,1
1286,1.932,58.85,15.52,689,1280,30.16,5.11,68.46,53.75,113.6982,1,0
1287,3.464,67.12,16.56,226,1511,78.63,5.74,77.48,61.79,232.50368,0,0
1288,1.781,47.38,17.48,59,44,63.45,5.67,74.78,36.75,84.38378,0,0
1289,2.477,49.46,21.39,391,1760,41.17,4.35,78.85,83.66,122.51241999999999,0,0
1290,1.965,58.53,27.63,569,3096,63.47,6.78,71.74,60.96,115.01145000000001,2,0
1291,3.263,68.22,16.29,185,535,90.35,5.58,76.49,64.06,222.60186,0,0
1292,2.17,52.2,21.22,200,550,57.77,5.94,70.92,36.9,113.274,0,0
1293,1.978,51.75,25.56,208,2853,20.53,6.91,74.7,67.98,102.36149999999999,1,0
1294,3.233,48.36,24.37,580,1843,24.53,6.43,74.22,53.46,156.34788,1,0
1295,3.066,59.74,6.5,689,961,70.61,5.46,76.61,53.27,183.16284,1,0
1296,2.332,68.11,31.27,610,2870,74.23,7.49,74.71,56.03,158.83252,3,0
1297,2.143,56.59,22.74,162,1206,52.14,6.82,62.61,59.48,121.27237,0,0
1298,3.913,52.7,9.54,611,2218,39.42,5.05,69.54,74.19,206.2151,3,1
1299,3.982,58.68,18.93,222,2042,77.28,5.66,73.11,48.81,233.66376000000002,2,1
1300,2.505,49.79,22.66,624,643,44.33,7.14,74.51,78.44,124.72394999999999,1,0
1301,1.096,46.29,19.54,713,2763,25.92,6.69,75.81,36.09,50.73384,2,1
1302,3.283,66.51,17.72,517,2267,52.77,4.22,75.19,59.18,218.35233000000002,2,0
1303,1.887,71.74,19.73,687,784,63.13,4.92,68.44,67.29,135.37338,1,0
1304,4.071,46.64,26.71,102,2772,97.25,7.31,77.32,83.37,189.87143999999998,2,0
1305,2.271,63.16,19.02,471,2276,67.38,4.76,68.05,51.9,143.43635999999998,2,0
1306,2.749,60.38,18.92,37,3124,36.67,6.83,78.58,67.32,165.98462,1,0
1307,2.789,51.1,27.38,469,2998,86.58,8.69,78.93,73.25,142.5179,2,0
1308,1.853,51.16,15.28,245,1183,43.32,6.38,71.9,75.79,94.79947999999999,0,1
1309,3.804,58.09,19.7,698,3420,96.74,5.36,69.39,80.43,220.97436,3,0
1310,1.062,70.8,14.74,356,152,46.02,6.17,68.19,49.02,75.1896,0,0
1311,4.25,74.99,19.03,548,1239,92.76,7.67,67.32,76.34,318.7075,2,0
1312,2.421,53.12,20.94,217,2230,90.32,6.52,67.53,82.63,128.60351999999997,1,0
1313,2.303,48.18,16.08,53,1965,89.12,6.97,71.2,55.82,110.95854,0,0
1314,2.059,59.56,16.87,534,847,23.15,4.77,69.22,68.02,122.63404000000001,1,0
1315,3.408,64.39,25.14,159,752,87.99,5.51,64.44,47.76,219.44111999999998,0,0
1316,2.81,69.84,19.6,520,2856,77.7,7.36,69.87,44.1,196.2504,2,0
1317,1.984,47.14,17.8,334,3201,46.74,5.11,72.46,45.29,93.52576,1,0
1318,2.082,63.99,20.07,699,2491,59.21,2.99,70.33,32.83,133.22718,2,1
1319,2.062,52.45,17.71,253,1949,71.19,5.84,67.55,61.81,108.1519,0,0
1320,3.449,66.31,28.36,288,2828,95.48,6.83,60.55,77.4,228.70319,2,0
1321,2.544,60.19,17.76,533,898,82.41,7.59,77.92,45.79,153.12336,1,0
1322,3.078,72.41,19.31,565,3532,54.28,8.02,72.18,31.74,222.87797999999998,2,0
1323,2.539,61.45,16.88,90,482,71.63,6.32,73.79,45.57,156.02155000000002,0,0
1324,2.679,52.27,22.31,533,2146,34.87,6.64,73.14,72.46,140.03133,2,0
1325,2.004,57.63,18.19,353,1264,53.92,6.18,74.49,54.62,115.49052,0,1
1326,2.757,60.33,31.77,711,3303,83.3,6.76,73.47,72.19,166.32981,3,0
1327,2.476,49.35,21.5,454,916,68.53,5.96,72.66,41.94,122.1906,1,0
1328,2.92,75.99,27.43,557,2353,82.66,6.79,76.14,65.31,221.89079999999998,3,0
1329,2.337,69.82,17.77,247,595,60.79,5.23,77.01,70.21,163.16934,0,0
1330,1.626,54.25,14.45,204,687,50.41,8.38,78.79,74.51,88.2105,0,0
1331,3.085,65.82,21.55,565,1536,79.4,3.42,68.22,67.62,203.05469999999997,1,0
1332,1.561,68.74,15.68,10,2923,27.5,6.46,73.09,80.09,107.30313999999998,1,0
1333,2.594,71.94,14.89,417,1036,98.29,6.87,64.18,36.93,186.61236,1,0
1334,3.876,60.14,28.22,697,2541,95.87,6.9,70.25,60.29,233.10264,4,0
1335,2.327,61.29,23.37,713,2098,90.43,4.98,71.13,54.74,142.62183,2,0
1336,4.009,47.69,21.94,515,3570,90.74,4.39,76.41,84.96,191.18921,3,0
1337,1.472,63.58,21.1,358,1118,60.88,6.84,71.23,60.21,93.58976,0,0
1338,1.299,67.88,19.48,585,911,59.84,7.71,75.12,67.69,88.17611999999998,1,0
1339,2.337,69.3,29.64,10,3297,85.61,6.62,70.39,80.55,161.9541,2,0
1340,2.144,61.44,19.81,571,1235,42.66,6.89,69.16,37.84,131.72736,1,0
1341,3.084,62.79,21.1,136,807,87.99,5.83,68.37,48.66,193.64436,0,0
1342,3.192,46.93,22.02,529,3003,36.07,6.26,75.87,47.78,149.80056000000002,2,1
1343,3.951,63.15,23.96,250,2972,90.33,7.87,70.79,36.43,249.50565,2,1
1344,2.656,53.16,19.69,541,257,63.29,5.76,60.1,60.8,141.19296,1,0
1345,2.72,65.0,28.9,434,3128,87.46,7.8,75.43,46.86,176.8,3,1
1346,2.093,52.03,16.0,669,2322,59.45,4.13,67.39,39.08,108.89879,2,0
1347,2.888,63.09,16.77,566,1039,68.67,5.45,73.28,31.2,182.20392,1,0
1348,3.882,72.86,21.76,658,1968,94.14,7.1,67.01,31.38,282.84252,2,0
1349,1.531,58.76,17.61,108,893,53.46,8.32,71.91,51.49,89.96155999999999,0,0
1350,2.626,56.96,21.65,273,641,37.62,5.89,57.87,63.6,149.57695999999999,0,0
1351,0.509,60.52,10.31,314,509,27.28,4.53,71.31,41.69,30.80468,0,0
1352,2.524,71.29,19.56,22,627,67.2,8.43,67.81,80.06,179.93596000000002,0,0
1353,2.631,56.46,19.14,16,2139,68.89,6.04,65.88,41.56,148.54626,1,0
1354,2.788,61.61,29.03,27,2962,69.66,6.99,76.1,44.87,171.76868,2,0
1355,1.936,65.5,20.39,552,1790,22.97,5.33,71.38,46.73,126.80799999999999,1,0
1356,0.967,57.98,16.04,321,85,22.19,5.89,70.42,38.68,56.06665999999999,0,0
1357,3.163,45.6,26.7,541,1582,91.63,5.74,68.79,84.95,144.2328,1,0
1358,2.979,54.15,17.26,601,2733,75.64,8.97,76.82,69.43,161.31285,2,0
1359,2.885,58.57,26.78,26,3053,29.07,7.22,70.14,46.52,168.97445,1,0
1360,3.139,50.75,14.65,610,2682,25.97,7.88,79.84,83.53,159.30425,2,0
1361,2.037,64.96,22.36,162,1367,32.95,4.88,78.16,64.91,132.32351999999997,0,0
1362,2.497,74.88,25.2,291,2381,84.55,4.16,79.3,72.31,186.97535999999997,1,0
1363,1.679,55.7,21.34,693,277,77.85,5.93,76.73,48.9,93.5203,1,0
1364,3.588,49.92,25.77,217,1512,71.09,9.23,69.52,41.92,179.11296000000002,1,0
1365,3.629,56.69,25.37,676,1973,71.26,5.83,72.83,54.74,205.72800999999998,2,0
1366,3.021,57.39,21.55,364,132,88.71,7.65,71.34,52.92,173.37519,0,0
1367,1.881,66.92,15.6,9,81,46.68,4.74,76.15,84.15,125.87652,0,0
1368,3.034,48.01,20.54,599,2932,45.78,4.96,72.31,37.98,145.66233999999997,2,0
1369,2.925,61.52,18.28,31,827,54.03,5.94,71.11,37.43,179.946,0,0
1370,2.363,73.38,23.83,458,485,99.17,9.02,80.42,64.17,173.39694,1,0
1371,2.652,64.27,25.05,330,2173,64.39,7.46,70.59,60.91,170.44404,1,0
1372,1.679,60.44,21.66,100,1046,63.75,3.67,68.77,60.04,101.47876,0,0
1373,3.213,58.98,24.94,370,3575,84.77,7.15,70.41,52.66,189.50274,1,0
1374,3.429,68.68,16.92,260,3457,34.25,4.46,77.86,49.86,235.50372000000002,1,0
1375,3.312,53.54,22.03,70,3012,52.43,5.21,73.4,34.79,177.32448,1,0
1376,2.556,66.34,13.76,399,1122,71.31,6.83,74.49,73.59,169.56504,0,0
1377,1.794,59.71,21.92,31,3198,99.04,8.17,73.11,54.56,107.11974000000001,1,0
1378,1.455,39.31,19.29,387,953,32.36,7.44,60.84,79.35,57.19605000000001,0,0
1379,2.253,54.07,22.49,162,897,56.16,6.46,66.74,57.26,121.81971,0,0
1380,3.27,60.64,24.79,598,3553,92.45,6.84,71.05,79.69,198.2928,2,0
1381,2.933,59.27,23.3,684,2470,78.04,7.9,73.9,80.82,173.83891,2,0
1382,2.392,54.02,21.04,671,341,69.1,4.3,67.22,60.76,129.21584000000001,1,0
1383,2.223,60.9,22.62,675,3239,40.57,8.1,67.0,73.86,135.3807,2,0
1384,1.798,59.31,15.95,72,611,34.98,4.97,70.37,35.72,106.63938,0,0
1385,2.408,53.65,16.06,367,2496,49.94,6.31,78.77,36.45,129.1892,1,0
1386,1.713,51.82,19.8,161,1616,40.41,5.31,61.14,68.52,88.76766,0,0
1387,3.526,50.96,28.55,69,93,84.68,4.96,59.28,32.8,179.68496,2,0
1388,2.724,61.2,19.18,282,2881,77.66,6.83,80.93,69.13,166.70880000000002,1,0
1389,1.703,71.37,22.82,309,2515,86.82,6.65,64.24,42.69,121.54311000000001,1,0
1390,3.508,64.71,17.72,213,3231,33.69,5.71,70.5,42.91,227.00267999999997,2,0
1391,1.85,49.83,28.93,82,2244,44.8,5.76,64.44,49.81,92.1855,2,0
1392,3.578,75.59,19.26,293,2765,81.48,8.15,71.04,80.84,270.46102,3,0
1393,2.04,50.41,18.64,111,3309,33.08,8.46,71.33,69.08,102.8364,1,0
1394,2.832,44.76,17.95,29,3563,31.65,7.32,80.34,71.33,126.76032,1,0
1395,2.371,45.15,14.6,324,2059,50.64,6.34,75.73,73.07,107.05064999999999,1,0
1396,2.271,44.72,11.0,47,90,34.91,3.88,65.68,75.74,101.55912,0,0
1397,1.712,56.91,18.92,695,1282,26.31,6.52,62.36,39.37,97.42992,1,0
1398,1.975,54.15,22.16,603,2272,45.02,6.76,74.49,81.8,106.94625,2,0
1399,2.736,56.75,19.29,666,426,90.05,7.33,69.66,51.84,155.268,1,0
1400,1.376,45.38,21.29,73,451,24.52,4.38,68.17,60.89,62.442879999999995,0,0
1401,1.312,49.15,11.33,334,1459,65.29,7.17,77.68,74.56,64.4848,0,0
1402,2.571,51.46,17.14,593,3325,65.04,8.02,63.42,76.89,132.30366,2,0
1403,4.082,65.86,16.52,414,1194,62.47,4.95,70.9,57.84,268.84051999999997,2,0
1404,1.793,71.34,21.82,220,3415,60.44,6.93,75.08,59.96,127.91262,1,0
1405,2.324,68.28,16.06,598,2936,21.38,4.74,66.21,52.53,158.68272,2,0
1406,1.618,58.02,15.46,222,1126,23.8,5.61,78.36,32.72,93.87636,0,0
1407,3.357,54.47,21.29,701,866,60.9,4.97,67.42,65.62,182.85579,1,0
1408,2.677,55.57,30.63,72,3026,97.46,6.05,71.88,67.25,148.76089,2,0
1409,2.667,62.89,23.71,508,2766,52.64,5.61,68.77,56.01,167.72762999999998,2,0
1410,2.981,53.99,20.74,9,2311,57.79,6.57,58.64,32.65,160.94419,1,0
1411,3.388,66.1,25.12,658,3570,98.57,7.55,70.38,61.12,223.94679999999997,2,0
1412,1.998,75.09,25.21,255,393,82.33,7.78,75.96,35.67,150.02982,1,0
1413,2.692,60.57,29.31,14,1426,81.61,5.53,67.07,54.97,163.05444,1,1
1414,2.398,76.27,23.2,601,2212,60.38,6.54,69.0,73.91,182.89546,3,1
1415,2.387,53.09,19.59,696,289,91.83,5.1,69.55,42.49,126.72583,1,1
1416,3.572,62.54,23.58,662,3563,66.49,6.03,75.23,80.54,223.39288,3,1
1417,2.98,61.26,23.95,349,2099,72.54,6.28,70.54,68.96,182.5548,1,0
1418,2.987,51.22,19.39,44,1145,83.0,5.22,72.46,44.16,152.99414000000002,0,0
1419,2.335,62.21,22.09,163,895,52.53,6.7,72.3,42.64,145.26035,0,0
1420,3.153,72.86,22.75,22,34,96.26,6.28,69.79,34.1,229.72758,0,0
1421,3.937,78.6,28.75,31,2175,99.04,6.68,81.13,78.06,309.4482,4,0
1422,2.849,60.67,18.69,114,3565,66.97,7.64,67.17,33.47,172.84883000000002,1,0
1423,2.223,39.55,9.59,405,161,37.76,5.36,75.59,64.45,87.91964999999999,1,0
1424,1.959,64.31,20.34,551,1528,81.99,7.34,78.36,71.33,125.98329000000001,1,0
1425,1.066,61.69,19.64,421,2426,45.77,7.69,70.98,44.03,65.76154,2,0
1426,3.611,55.5,13.34,147,1589,66.17,7.82,72.87,50.92,200.4105,1,0
1427,1.926,55.25,15.38,433,2386,26.94,5.54,74.63,46.16,106.41149999999999,2,0
1428,3.198,55.78,28.36,166,2609,84.59,5.18,70.56,74.1,178.38444,2,0
1429,2.722,60.53,27.36,331,3525,96.73,5.62,62.77,84.75,164.76266,1,0
1430,1.33,62.36,18.25,640,2217,27.54,3.87,70.52,83.38,82.9388,2,0
1431,2.525,69.82,18.44,96,2599,78.53,7.11,80.41,33.82,176.29549999999998,1,0
1432,3.124,51.39,27.12,629,1123,88.87,7.29,75.24,67.28,160.54236,1,1
1433,1.39,48.95,14.5,195,576,28.76,5.93,72.17,62.17,68.0405,0,0
1434,1.617,42.51,17.35,482,391,39.74,4.25,75.65,81.15,68.73867,1,0
1435,1.555,70.43,19.68,188,425,51.35,5.58,71.12,61.79,109.51865000000001,0,0
1436,3.885,66.75,24.53,118,3025,86.94,8.03,72.81,55.16,259.32374999999996,2,0
1437,2.582,41.1,24.5,324,177,59.47,6.83,70.05,54.69,106.1202,0,0
1438,1.744,53.02,19.87,274,1779,30.96,6.75,74.3,76.95,92.46688,0,1
1439,2.706,52.69,20.25,365,2250,40.51,9.87,69.57,66.97,142.57914,1,0
1440,2.455,50.35,20.28,170,2464,57.39,6.47,70.58,34.07,123.60925,1,0
1441,1.337,62.18,17.08,704,268,23.14,3.14,76.16,81.34,83.13466,1,0
1442,2.939,67.01,21.65,483,3145,70.48,4.88,71.36,67.33,196.94239000000002,2,0
1443,2.245,55.61,17.35,605,1613,22.03,6.09,74.91,38.53,124.84445000000001,1,1
1444,1.85,55.45,19.15,561,94,82.47,6.35,75.19,55.81,102.58250000000001,1,0
1445,2.735,54.94,18.6,521,510,78.71,6.08,71.87,43.79,150.2609,1,0
1446,4.747,60.37,20.51,102,3140,89.24,6.21,71.21,62.53,286.57639,2,1
1447,2.585,50.53,18.29,423,3444,32.62,4.88,65.61,60.59,130.62005,2,0
1448,2.857,59.08,20.54,646,2751,68.21,6.63,66.82,83.36,168.79156,2,0
1449,2.621,63.57,28.98,69,1236,82.48,8.0,75.26,33.03,166.61697,1,0
1450,3.195,45.08,25.94,333,3457,61.26,8.19,75.37,54.77,144.0306,1,0
1451,0.873,46.99,16.23,132,1028,30.46,7.85,66.66,40.06,41.02227,0,0
1452,2.783,53.8,14.69,572,875,27.91,4.63,74.26,31.21,149.72539999999998,1,0
1453,3.441,71.75,24.42,670,2799,68.47,6.16,73.59,72.8,246.89175,2,0
1454,1.935,63.05,27.35,37,1197,59.81,5.72,76.65,71.67,122.00175,0,0
1455,3.037,62.02,26.59,576,1912,94.36,7.15,83.19,81.38,188.35474,1,0
1456,2.697,63.4,16.35,259,2424,86.71,6.27,75.12,62.36,170.9898,1,0
1457,2.631,59.62,24.09,694,631,77.9,6.01,68.77,44.07,156.86021999999997,1,0
1458,3.486,69.48,29.42,10,3381,98.59,8.23,76.24,49.96,242.20728000000003,2,0
1459,2.554,61.95,29.23,137,632,75.57,6.37,66.98,63.25,158.2203,1,0
1460,1.825,64.07,18.09,517,3623,27.39,5.92,83.05,64.58,116.92774999999999,2,0
1461,1.488,42.98,16.95,560,1034,26.21,6.26,65.69,32.34,63.95423999999999,1,0
1462,3.476,52.95,24.01,57,1538,85.27,7.16,74.71,80.09,184.0542,0,0
1463,1.774,57.4,15.29,115,946,48.86,6.81,71.93,80.93,101.8276,0,0
1464,1.444,64.95,20.02,243,1982,93.94,8.3,69.74,73.92,93.7878,0,0
1465,1.485,71.81,17.28,25,32,29.46,4.25,69.44,43.74,106.63785000000001,0,0
1466,3.272,40.53,10.71,562,647,35.9,6.25,79.25,49.14,132.61416,1,0
1467,3.34,60.0,17.01,482,1910,81.85,6.2,75.3,68.63,200.39999999999998,1,1
1468,2.727,60.53,26.71,539,2542,87.8,6.02,71.49,46.82,165.06530999999998,2,0
1469,3.314,62.64,26.55,338,3515,89.38,7.3,81.12,51.33,207.58896000000001,1,1
1470,2.717,67.6,23.57,461,3061,27.93,7.34,71.66,66.75,183.6692,2,1
1471,1.671,63.31,22.77,412,3366,50.54,5.3,75.56,31.87,105.79101,2,0
1472,2.417,46.27,22.42,499,2921,71.71,8.24,65.44,37.58,111.83459,2,0
1473,3.477,73.46,29.41,324,2841,93.5,4.72,66.08,31.98,255.42041999999998,2,0
1474,2.989,67.15,16.11,468,1281,39.12,6.6,75.89,44.61,200.71135,1,0
1475,2.708,60.66,21.1,464,3306,68.03,5.11,73.79,56.46,164.26728,2,0
1476,3.417,41.22,19.09,461,3517,31.48,5.04,83.23,76.43,140.84874,2,0
1477,2.341,59.24,23.87,628,1889,79.78,6.37,68.59,39.84,138.68084000000002,1,1
1478,0.2,57.13,15.92,251,465,30.2,5.32,74.56,49.63,11.426000000000002,0,0
1479,3.117,70.87,16.24,632,184,100.0,3.06,71.16,30.52,220.90179,1,0
1480,2.314,38.18,16.22,20,1818,27.38,6.51,76.35,55.49,88.34852000000001,0,0
1481,3.271,52.88,21.94,350,2328,74.83,7.18,76.29,31.39,172.97048,1,0
1482,3.285,68.6,22.89,318,2037,82.16,6.13,72.31,47.73,225.351,1,0
1483,2.668,67.77,18.13,625,3274,40.64,5.62,68.53,75.7,180.81036,2,1
1484,2.069,57.39,20.63,32,1972,40.39,5.46,70.33,81.48,118.73991,0,1
1485,2.613,66.78,15.07,156,2422,67.69,4.12,66.65,50.2,174.49614,1,1
1486,2.599,62.11,23.78,337,2773,70.44,4.02,74.03,45.57,161.42389,1,1
1487,2.867,67.78,30.43,587,3269,77.64,7.24,58.26,71.72,194.32526000000001,3,1
1488,1.594,59.13,18.79,334,2236,66.42,7.44,68.95,68.39,94.25322000000001,1,1
1489,1.418,58.29,18.33,460,2048,33.96,6.56,76.32,50.8,82.65522,2,0
1490,2.513,50.88,20.77,128,309,93.93,6.89,76.58,79.79,127.86144,0,0
1491,0.869,60.81,17.43,679,2355,33.33,6.77,63.54,54.95,52.84389,2,0
1492,1.069,48.5,15.44,564,681,65.22,7.01,74.59,81.47,51.8465,1,0
1493,2.669,66.09,30.75,30,1364,93.6,5.49,66.53,78.61,176.39421000000002,1,0
1494,2.933,58.17,24.87,507,1956,93.04,6.7,70.43,82.16,170.61261,1,0
1495,1.521,56.25,13.65,93,329,33.43,5.48,75.66,35.98,85.55624999999999,0,0
1496,0.919,47.27,15.92,402,2544,39.09,5.55,66.75,44.69,43.44113000000001,2,0
1497,3.34,54.68,20.42,510,1045,68.15,7.55,79.6,50.41,182.63119999999998,1,0
1498,1.441,59.58,10.45,666,1891,46.97,7.86,73.09,70.89,85.85478,1,1
1499,2.135,64.6,25.57,50,1297,78.47,3.47,74.36,46.15,137.92099999999996,0,0
1500,1.624,65.78,17.82,206,1316,61.79,5.81,77.25,41.39,106.82672000000001,0,0
1501,2.887,46.24,19.73,497,1455,41.29,5.54,76.76,48.91,133.49488,1,0
1502,2.225,43.9,19.72,188,215,52.88,7.42,76.09,47.1,97.6775,0,0
1503,2.155,51.77,24.37,513,737,75.29,4.51,68.77,74.8,111.56434999999999,1,0
1504,2.759,50.81,25.3,132,2874,82.81,2.74,66.71,84.44,140.18479,1,0
1505,2.094,67.83,20.9,117,471,49.56,6.98,70.62,46.71,142.03601999999998,0,0
1506,1.26,64.3,21.46,391,1829,28.4,6.94,74.11,32.85,81.018,0,0
1507,2.211,48.31,16.56,496,536,48.26,3.84,65.65,69.69,106.81341,1,0
1508,2.347,71.58,29.92,147,1980,70.44,6.06,75.04,56.43,167.99826,1,0
1509,3.239,70.83,24.04,629,2360,80.79,8.14,74.31,53.86,229.41836999999998,2,0
1510,3.204,48.68,22.75,625,1727,90.37,5.11,71.51,49.32,155.97072,1,0
1511,2.929,52.57,21.18,58,2822,96.96,6.59,72.63,55.87,153.97753,1,0
1512,1.076,43.86,18.77,219,990,62.35,6.73,72.0,37.49,47.193360000000006,0,0
1513,2.845,60.36,24.79,400,2049,90.42,4.69,74.5,63.67,171.7242,1,0
1514,1.127,55.11,18.1,353,1030,40.97,5.23,75.43,81.14,62.10897,0,0
1515,2.612,57.45,28.01,183,1872,64.77,4.12,86.57,80.55,150.0594,1,0
1516,1.983,41.51,17.38,381,259,63.15,5.93,72.84,70.6,82.31433,0,1
1517,2.246,49.44,24.06,693,1004,81.5,5.37,68.87,51.42,111.04223999999999,1,1
1518,2.223,61.57,18.46,221,2591,81.85,6.57,62.55,80.67,136.87010999999998,1,1
1519,3.191,59.59,28.43,157,2846,42.83,6.69,65.38,66.29,190.15169,2,0
1520,2.469,45.34,17.42,531,1014,90.87,8.08,68.38,57.71,111.94446,1,0
1521,4.148,50.94,30.48,410,964,91.32,9.21,76.2,45.62,211.29912,3,0
1522,2.861,70.18,22.19,498,1110,95.86,6.71,70.33,71.54,200.78498000000005,1,0
1523,2.445,47.39,10.2,465,1040,56.61,5.69,74.19,73.85,115.86855,1,0
1524,3.54,62.4,30.94,547,3626,98.99,6.04,68.88,60.74,220.896,4,0
1525,3.169,49.95,23.17,525,2387,82.79,5.17,74.69,45.73,158.29155,2,1
1526,3.221,65.63,19.12,436,1426,72.25,6.76,76.79,51.4,211.39423,1,0
1527,3.032,40.39,22.18,327,1702,54.58,5.45,70.35,64.29,122.46248,0,0
1528,1.845,58.04,25.4,331,1878,87.39,7.0,74.12,42.26,107.0838,0,0
1529,3.363,66.83,23.99,191,2031,81.13,5.19,70.28,55.9,224.74929,1,0
1530,2.783,62.87,24.99,323,1429,66.84,5.61,66.11,32.32,174.96721,0,0
1531,3.532,58.56,26.55,435,3557,99.77,7.02,75.3,74.29,206.83392,3,0
1532,3.022,49.75,20.28,515,1080,39.96,5.75,74.42,50.99,150.34449999999998,1,0
1533,3.641,57.37,18.91,556,1576,71.34,3.91,75.54,54.49,208.88416999999998,2,1
1534,2.366,44.98,20.23,271,51,45.69,5.94,76.91,78.69,106.42268,0,0
1535,2.101,56.58,17.84,527,1809,56.63,5.1,70.79,51.79,118.87458,1,1
1536,1.897,54.93,15.87,314,3124,47.12,7.39,71.09,56.13,104.20221,1,1
1537,3.189,52.04,20.02,258,3640,46.76,7.13,70.99,46.25,165.95556,1,0
1538,3.128,63.37,18.15,117,1742,50.15,3.26,74.12,74.39,198.22136,0,0
1539,0.409,43.95,19.45,191,534,24.53,6.71,70.75,53.99,17.97555,0,0
1540,2.784,39.61,11.91,489,2636,23.19,6.2,72.9,56.51,110.27423999999999,2,0
1541,2.729,54.62,26.74,155,2348,77.99,4.5,68.65,57.08,149.05798,1,0
1542,1.588,55.54,18.05,55,3500,44.87,7.0,66.72,67.21,88.19752,1,0
1543,2.197,51.33,6.95,195,1858,21.7,4.18,67.53,59.78,112.77201,0,0
1544,2.078,53.11,10.6,713,40,26.52,7.14,74.11,53.91,110.36258,1,0
1545,2.272,44.59,18.27,107,3290,35.67,5.08,71.88,66.01,101.30848,1,0
1546,1.467,44.31,19.4,103,2473,23.86,3.92,69.35,65.06,65.00277000000001,1,0
1547,4.319,57.45,24.01,290,2926,95.69,9.0,76.13,69.08,248.12655,2,0
1548,1.821,53.14,14.51,275,459,65.47,4.3,79.23,55.83,96.76794,0,0
1549,3.015,65.95,16.21,662,1685,51.52,5.05,69.88,83.93,198.83925000000002,1,0
1550,1.578,59.14,15.55,171,1687,62.62,5.39,66.43,61.65,93.32292000000001,0,0
1551,2.059,49.12,17.65,300,998,29.03,5.24,76.75,73.89,101.13808,0,0
1552,3.273,67.52,22.59,209,3095,76.15,7.1,72.52,55.62,220.99295999999998,1,0
1553,3.29,64.82,24.95,179,710,97.57,6.55,71.53,48.54,213.25779999999997,0,1
1554,2.55,42.49,8.95,232,288,30.45,7.01,77.28,58.84,108.34949999999999,0,0
1555,1.339,27.49,14.64,185,878,32.21,6.27,70.46,61.75,36.80911,0,0
1556,3.395,48.38,31.05,517,3612,70.29,4.2,74.47,46.98,164.2501,3,0
1557,0.897,59.32,18.9,568,440,32.15,6.48,72.42,71.49,53.21004,1,0
1558,1.283,60.12,16.66,127,2132,30.08,6.08,87.97,53.53,77.13395999999999,1,1
1559,2.056,45.63,16.37,357,692,73.64,5.49,71.35,66.33,93.81528,0,0
1560,2.778,63.18,25.14,189,1459,69.49,8.68,76.96,45.85,175.51404,0,0
1561,3.199,60.33,24.53,624,2027,37.42,6.6,71.17,56.64,192.99567,2,0
1562,3.553,70.68,16.23,72,100,85.85,7.49,74.79,49.39,251.12604000000002,1,0
1563,1.564,60.9,12.24,294,903,28.42,6.96,70.87,53.04,95.2476,0,0
1564,2.546,66.12,20.46,238,2154,46.61,5.46,76.17,67.18,168.34152,1,0
1565,2.898,63.18,21.69,261,82,79.11,7.05,71.84,38.61,183.09564,0,0
1566,3.076,62.96,22.97,677,1821,69.11,6.57,74.89,43.5,193.66496,1,0
1567,2.597,55.63,28.71,389,2215,68.01,5.51,68.43,49.79,144.47111,2,0
1568,2.496,65.37,16.66,273,809,74.9,4.78,68.19,45.02,163.16352,0,0
1569,2.289,48.69,20.23,581,617,71.72,6.25,62.69,39.6,111.45141,1,0
1570,2.8,60.36,25.78,559,1805,89.94,7.1,74.11,74.93,169.00799999999998,1,0
1571,2.56,61.49,24.37,104,2631,65.5,6.17,68.95,38.93,157.4144,1,0
1572,1.854,67.51,15.17,332,76,52.1,5.8,82.93,65.3,125.16354000000001,0,0
1573,2.414,55.82,19.13,296,1252,81.29,6.35,69.78,54.82,134.74948,0,0
1574,1.967,62.59,18.48,323,3648,40.74,5.56,78.22,38.99,123.11453000000002,1,0
1575,3.165,57.87,28.33,251,1245,80.77,8.17,78.13,46.31,183.15855,1,0
1576,2.379,63.76,14.13,593,1232,42.4,6.25,70.9,36.02,151.68504,1,0
1577,3.802,51.75,19.66,717,2700,58.43,5.5,68.95,35.27,196.7535,3,0
1578,2.976,64.36,24.99,19,1768,79.14,4.12,71.67,49.74,191.53536,0,1
1579,2.29,58.51,16.41,616,1446,70.21,5.97,77.78,71.53,133.9879,1,0
1580,1.869,44.61,19.32,622,2870,26.86,5.08,83.38,51.87,83.37609,2,1
1581,2.025,55.25,10.56,263,141,55.72,5.32,65.83,61.29,111.88125,0,0
1582,3.383,70.81,24.03,349,2610,84.95,7.48,72.56,37.05,239.55023,1,0
1583,2.826,53.03,23.59,73,1407,99.74,6.59,69.27,78.48,149.86278000000001,0,0
1584,1.915,44.76,22.06,252,3246,57.34,4.05,70.16,48.17,85.7154,1,0
1585,1.748,55.93,14.6,171,2654,26.87,6.51,80.45,40.41,97.76564,1,0
